,sentences
361,"Most Common Non-Serious Adverse Events in Part 1 Non-Serious Adverse Event CJM112 Total Out of 28 patients Placebo Out of 14 patients Total Out of 42 patients Infection in the nose, throat, and upper airways (upper respiratory tract infection) 3 (10.7%) 1 (7.1%) 4 (9.5%) Increased levels of the protein alanine aminotransferase in the blood (indicating liver problems) 1 (3.6%) 1 (7.1%) 2 (4.8%) Back pain 1 (3.6%) 1 (7.1%) 2 (4.8%) Stomach flu 2 (7.1%) 0 (0.0%) 2 (4.8%) Headache 2 (7.1%) 0 (0.0%) 2 (4.8%) Pain in the mouth or upper throat 1 (3.6%) 1 (7.1%) 2 (4.8%) Itching 1 (3.6%) 1 (7.1%) 2 (4.8%) Toothache 1 (3.6%) 1 (7.1%) 2 (4.8%) Most Common Non-Serious Adverse Events in Part 2 Non-Serious Adverse Event CJM112 Total Out of 42 patients Secukinumab Out of 6 patients Placebo Out of 6 patients Total Out of 54 patients Headache 3 (7.1%) 0 (0%) 1 (16.7%) 4 (7.4%) Back pain 3 (7.1%) 0 (0%) 0 (0%) 3 (5.6%) Itching 2 (4.8%) 0 (0%) 1 (16.7%) 3 (5.6%) Infection in the nose, throat, and upper airways (upper respiratory tract infection) 1 (2.4%) 0 (0%) 1 (16.7%) 2 (3.7%) Diarrhea 2 (4.8%) 0 (0%) 0 (0%) 2 (3.7%) Stomach flu from a virus 2 (4.8%) 0 (0%) 0 (0%) 2 (3.7%) Insomnia 1 (2.4%) 0 (0%) 1 (16.7%) 2 (3.7%) General itching 2 (4.8%) 0 (0%) 0 (0%) 2 (3.7%) Worsening of psoriasis 2 (4.8%) 0 (0%) 0 (0%) 2 (3.7%) Sinus congestion 1 (2.4%) 0 (0%) 1 (16.7%) 2 (3.7%) Infection in the nose, throat, and upper airways from a virus (viral upper respiratory tract infection) 2 (4.8%) 0 (0%) 0 (0%) 2 (3.7%) 6 Clinical Trial Results For a full list of the adverse events that occurred in this trial, please refer to the full scientific summary of the results available on the Novartis Clinical Trial Results website (www.novctrd.com)."
363,Researchers wanted to know if patients who took higher doses of CJM112 had more CJM112 stay in the blood.
364,"This was true for both Part 1 and Part 2, where the amount of CJM112 in the blood was higher for patients who took more CJM112."
367,"In Part 1, researchers found that the 15 mg, 50 mg, 150 mg, and 450 mg doses of CJM112 helped treat chronic plaque-type psoriasis better than placebo."
368,The dose of 5 mg CJM112 did not help treat chronic plaque-type psoriasis better than placebo.
369,"In Part 2, researchers found that the 75 mg, 250 mg, 750 mg, and 1350 mg total doses of CJM112 helped treat chronic plaque-type psoriasis better than placebo."
370,Researchers found that the 3 higher doses of CJM112 helped treat chronic plaque-type psoriasis similarly to secukinumab.
371,Researchers used different tests to measure the extent and severity of the psoriasis.
372,One test is called the Psoriasis Area and Severity Index or PASI.
373,"It measures thickness, redness, and scaling of the skin, as well as the amount of skin involved in different areas covering the entire body."
374,"The higher the PASI response, the more patients psoriasis symptoms decreased."
375,Another test is called the Dermatology Life Quality Index or DLQI.
376,"The DLQI is a questionnaire that trial doctors use to ask patients about changes in how they feel, also known as their quality of life, since starting trial medication."
377,"The higher the DLQI response, the more patients quality of life increased."
378,7 Clinical Trial Results The graphs below show the PASI and DLQI results for each group in Part 1 and Part 2.
379,"Part 1: Summary of Change from PASI Baseline Scores at Week 4 M ea n C ha ng e in P A SI S co re s 0 5 10 15 20 3.91 Placebo 44.1% 5.35 10.33 17.15 8.83 0.0 15 50 150 4505 CJM112 (mg) Part 1: Summary of Change from DLQI Baseline Scores at Week 4 M ea n C ha ng e in D LQ I S co re s 0 5 10 15 Placebo 3.4 44.1% 15 50 150 4505 5.0 7.3 9.5 7.0 1.0 CJM112 (mg) Part 2: Summary of Change from DLQI Baseline Scores at Week 12 M ea n C ha ng e in D LQ I S co re s 250 750 1350 105075 8.0 13.7 10.9 10.8 8.5 Placebo 1.2 0 5 10 15 CJM112 (mg) Secukinumab (mg) Part 2: Summary of Change from PASI Baseline Scores at Week 12 M ea n C ha ng e in P A SI S co re s 0 5 10 15 20 14.11 19.69 13.62 13.9013.36 250 750 1350 105075 0.87 Placebo CJM112 (mg) Secukinumab (mg) As displayed in the graph, in Part 1 of the study, patients had less severe symptoms and a better quality of life with increasing single doses of CJM112."
380,"In Part 2, the total CJM112 dose of 750 mg appeared to provide the best results."
381,How did patients immune systems react to CJM112?
382,Researchers wanted to see if patients immune systems made antibodies against CJM112 in the blood.
383,"If antibodies against CJM112 form, the drug may not work as well, or it may cause an allergic reaction to the drug - both may happen, or nothing may happen."
384,"Some patients in this trial formed antibodies against CJM112, but these antibodies were not linked to any adverse events or how well CJM112 worked in patients."
385,8 Clinical Trial Results Where can I learn more about this trial?
387,It takes many volunteers in many trials all around the world to advance medical science.
388,More information about the results and adverse events in this trial can be found in the scientific summary of the results available on the Novartis Clinical Trial Results website (www.novctrd.com).
389,"Once on the site, click Clinical trial results at the bottom of the page."
390,"After agreeing to enter the Novartis website, type CCJM112X2101 into the keyword search box and click Search ."
392,This trial was also registered on the following websites: Clinicaltrials.gov - National Clinical Trial # NCT01828086 .
393,"- EU Clinical Trial # 2012-004507-12 Thank you It is said that the greatest gift is one which is given anonymously, giving when you do not know whether you will get direct personal benefit."
398,"CISCRP is not involved in recruiting participants for clinical trials, nor is it involved in conducting clinical trials."
399,"CISCRP 56 Commercial Wharf East Boston, MA 02110 1-877-MED-HERO www.ciscrp.org Novartis is a global healthcare company based in Switzerland that provides solutions to address the evolving needs of patients worldwide."
400,1-888-669-6682 (US); +41613241111 (EU) www.novartisclinicaltrials.com
402,"Thank you for taking part in the clinical trial for the trial drug bimagrumab, also called BYM338."
403,"You and all the other patients helped researchers learn more about whether bimagrumab helps people with sporadic inclusion body myositis, also called sIBM."
404,Novartis sponsored this trial and thinks it is important to share the results of the trial with you and the public.
409,Your trial included 10 patients at 2 trial sites in the United States and lasted for up to 2 years.
410,It ended early because the results from another larger and longer trial with bimagrumab in patients with sIBM showed it did not help patients as much as researchers had expected.
411,"After your trial was stopped, the sponsor reviewed the data collected from you and the other 9 patients and created a report of the results."
413,"Research Sponsor: Novartis Location of Headquarters: Basel, Switzerland Drug Studied: Bimagrumab (BYM338) Protocol #: CBYM338X2205E1 Full Trial Title: An open-label, long-term study to evaluate the safety and tolerability of BYM338 in patients with sporadic inclusion body myositis Full Scientific Summary: www.novctrd.com Trial Date: March 2014 to August 2016 Clinical Trial Results ."
