,sentences
453,14 May 2019 BI 1199.214 Page 4 of 8 It was planned that patients stay in the study for at least 1 year.
454,The maximum amount of time patients were in the study was around 2 years.
455,"During this time, the patients visited their doctors regularly."
456,"At these visits, the doctors collected information on each patient's health."
457,"To see if nintedanib could slow down the loss of lung function, a lung function test was used."
458,The test measured in millilitres (mL) how much air a patient could exhale into a device.
459,"This measurement is called Forced Vital Capacity, or FVC."
460,We measured how much FVC changed over 1 year.
461,A decrease in FVC over 1 year meant a loss of lung function.
462,We also wanted to know whether nintedanib can reduce skin thickening.
463,"To test this, doctors checked skin thickness on different parts of patients bodies."
464,"We then calculated a score, called a modified Rodnan skin score, or mRSS."
465,We compared the skin thickness scores at the beginning of the study with scores after 1 year of being in the study.
466,We also wanted to know whether nintedanib can improve patients' quality of life related to their health.
467,"For this, patients answered a set of questions called the St. George's Respiratory Questionnaire (SGRQ)."
468,Patients answered questions about how much their breathing problems were troubling them and how this affected their lives.
469,We used the answers of each patient to calculate the SGRQ score.
470,We compared the scores at the beginning of the study with scores after 1 year of being in the study.
471,14 May 2019 BI 1199.214 Page 5 of 8 What were the results of this study?
472,"As scleroderma-related lung fibrosis progresses, a loss of lung function is expected."
473,The graph shows the average yearly loss of lung function in patients who took nintedanib (blue bar on the left) and patients who took placebo (green bar on the right).
474,"On average, after 1 year of treatment, nintedanib slowed down the loss of lung function by 44%."
475,We did statistical tests on the results.
476,These tests showed it was unlikely that the difference between the treatment groups happened by chance.
477,Nintedanib did not reduce skin thickening.
478,"In both the nintedanib group and the placebo group, on average, skin thickening decreased slightly after 1 year."
479,"But, there was no meaningful difference between the groups."
480,Nintedanib did not improve the patients quality of life related to health as measured by the SGRQ.
481,"Both groups, on average, had only very small changes in the SGRQ score after 1 year."
482,There was no meaningful difference between the groups.
483,14 May 2019 BI 1199.214 Page 6 of 8 Did patients have any unwanted effects?
485,"In this study, 238 out of 288 patients (83%) who took nintedanib had unwanted effects."
486,125 out of 288 patients (43%) who took placebo had unwanted effects.
487,The following table shows the most common unwanted effects seen in patients who took nintedanib.
488,"Nintedanib (288 patients) Placebo (288 patients) Diarrhoea 197 patients (68%) 57 patients (20%) Nausea 71 patients (25%) 21 patients (7%) Vomiting 51 patients (18%) 12 patients (4%) Stomach pain 22 patients (8%) 9 patients (3%) Weight loss 20 patients (7%) 4 patients (1%) Decreased appetite 18 patients (6%) 8 patients (3%) Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, were life-threatening, or fatal."
489,Unwanted effects were also serious if they led to disability or if the doctor thought they were serious for any other reason.
490,"In this study, 14 patients (5%) in the nintedanib group had serious unwanted effects."
491,6 patients (2%) in the placebo group had serious unwanted effects.
492,1 patient in the nintedanib group died from an unwanted effect.
493,This patient died from lung injury.
494,No patients in the placebo group died from unwanted effects.
495,14 May 2019 BI 1199.214 Page 7 of 8 Where can I find more information?
496,You can find more information about this study at these websites: www.clinicaltrialsregister.eu/ctr-search search for the EudraCT number: 2015-000392-28 www.clinicaltrials.gov search for the NCT number: NCT02597933 A scientific summary of the study will be available at this website in November 2019: www.trials.boehringer-ingelheim.com search for the study number: 1199.214 Boehringer Ingelheim sponsored this study.
497,"The full title of the study is: SENSCIS : A double blind, randomised, placebo-controlled trial evaluating efficacy and safety of oral nintedanib treatment for at least 52 weeks in patients with Systemic Sclerosis associated Interstitial Lung Disease (SSc-ILD) ."
498,This was a Phase III study.
499,"This study started in November, 2015, and ended in November, 2018."
500,Are there follow-up studies?
501,"If we do more clinical studies with nintedanib, they may be found on the public websites listed in the section above."
502,"To find these studies, search for: nintedanib."
503,Patients from the nintedanib group and the placebo group who completed this study on treatment could participate in a follow-up study SENSCIS-ON (study number: 1199.225).
504,In the SENSCIS-ON study all patients receive nintedanib.
505,The SENSCIS-ON study is still ongoing.
506,"http://www.clinicaltrialsregister.eu/ctr-searchhttp://www.clinicaltrialsregister.eu/ctr-searchhttp://www.clinicaltrials.gov/http://www.trials.boehringer-ingelheim.com/ 14 May 2019 BI 1199.214 Page 8 of 8 Acknowledgement We would like to thank the following scleroderma patient organisations for their advice regarding the design and implementation of the clinical study and the writing of this lay summary: Asociaci n Espa ola de Esclerodermia, Spain Associa o Portuguesa de Doentes com Esclerodermia, Portugal Federation of European Scleroderma Associations aisbl."
507,"(FESCA) Gruppo Italiano per la Lotta alla Sclerodermia (GILS), Italy Scleroderma and Raynaud s UK Scleroderma Canada Scleroderma Foundation, USA Scleroderma Research Foundation, USA Sklerodermie Selbsthilfe e.V., Germany Sklerodermiforeningen, Denmark Important notice This summary shows only the results from one study and may not represent all of the knowledge about the medicine studied."
514,Icons Fotolia by Matthias Enter 1199.214 lay summary What was this study about?
520,Did patients have any unwanted effects?
523,Acknowledgement Important notice
524,1160-0248-lay-summary_englishPatients who have had a stroke usually takemedicines against bloodclotting.
525,"These can lowerthe risk of stroke, but canalso increase risk ofbleeding."
526,This study wanted to find out:Is a medicine calleddabigatran as effective and safeas a medicine called warfarinat preventing blood clots?
527,warfarin(doctors decided individuallywhich dose was needed)Each patient tookRE-SPECT CVT: A study to compare dabigatran and warfarin for preventing blood clots in patients who have had a rare type of stroke (1160.248)150 mg dabigatranor120 patients from 9 countries in Europe and Asiatook part.
