origin;sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
wiki_fully;103;The absolute number of tuberculosis cases has been decreasing since 2006, and new cases have decreased since 2002.;1;tuberculosis;disease;D014376;['C0041296']
wiki_fully;104;Tuberculosis typically attacks the lungs, but can also affect other parts of the body.;1;Tuberculosis;disease;D014376;['C0041296']
wiki_fully;105;One third of the world's population is thought to have been infected with M. tuberculosis, with new infections occurring in about 1% of the population each year.;1;M. tuberculosis;species;Unknown;[]
wiki_fully;106;"The rates of tuberculosis in different areas varies across the globe; about 80% of the population in many Asian and African countries tests positive in tuberculin tests, while only 5-10% of the United States population tests positive.";1;tuberculosis;disease;D014376;['C0041296']
wiki_fully;106;"The rates of tuberculosis in different areas varies across the globe; about 80% of the population in many Asian and African countries tests positive in tuberculin tests, while only 5-10% of the United States population tests positive.";2;tuberculin;gene;Unknown;[]
wiki_fully;107;Totally drug-resistant TB is resistant to all currently used drugs.;1;TB;disease;D014376;['C0041296']
wiki_fully;108;Tuberculosis, MTB, or TB (short for tubercle bacillus), in the past also called phthisis, phthisis pulmonalis, or consumption, is a common, and in many cases fatal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis.;1;Tuberculosis;disease;D014376;['C0041296']
wiki_fully;108;Tuberculosis, MTB, or TB (short for tubercle bacillus), in the past also called phthisis, phthisis pulmonalis, or consumption, is a common, and in many cases fatal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis.;2;MTB;disease;Unknown;[]
wiki_fully;108;Tuberculosis, MTB, or TB (short for tubercle bacillus), in the past also called phthisis, phthisis pulmonalis, or consumption, is a common, and in many cases fatal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis.;3;TB;disease;D014376;['C0041296']
wiki_fully;108;Tuberculosis, MTB, or TB (short for tubercle bacillus), in the past also called phthisis, phthisis pulmonalis, or consumption, is a common, and in many cases fatal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis.;4;phthisis;disease;D014397;['C0041327']
wiki_fully;108;Tuberculosis, MTB, or TB (short for tubercle bacillus), in the past also called phthisis, phthisis pulmonalis, or consumption, is a common, and in many cases fatal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis.;5;phthisis pulmonalis;disease;D014397;['C0041327']
wiki_fully;108;Tuberculosis, MTB, or TB (short for tubercle bacillus), in the past also called phthisis, phthisis pulmonalis, or consumption, is a common, and in many cases fatal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis.;6;infectious disease;disease;D003141;['C0009450']
wiki_fully;108;Tuberculosis, MTB, or TB (short for tubercle bacillus), in the past also called phthisis, phthisis pulmonalis, or consumption, is a common, and in many cases fatal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis.;7;Mycobacterium tuberculosis;species;Unknown;[]
wiki_fully;110;Sunderland, a main trading port at the time, was the first British town to be struck with the 'Indian cholera' epidemic.;1;cholera;disease;D002771;['C0008354']
wiki_fully;111;Local government was divided between the three parishes (Holy Trinity Church, Sunderland, St. Michael's, Bishopwearmouth, and St. Peter's, Monkwearmouth) and when cholera broke out in 1831, the ''select vestrymen'', as the church councilmen were called, were unable to cope with the epidemic.;1;cholera;disease;D002771;['C0008354']
wiki_fully;112;Once at Richmond, Madison began drafting the Report, though he was delayed by a weeklong battle with dysentery.;1;dysentery;disease;D004403;['C0013369']
wiki_fully;113;Extreme shortness in humans with proportional body parts usually has a hormonal cause, such as growth-hormone deficiency, once called pituitary dwarfism.;1;Extreme shortness;disease;Unknown;[]
wiki_fully;113;Extreme shortness in humans with proportional body parts usually has a hormonal cause, such as growth-hormone deficiency, once called pituitary dwarfism.;2;growth-hormone deficiency;disease;Unknown;[]
wiki_fully;113;Extreme shortness in humans with proportional body parts usually has a hormonal cause, such as growth-hormone deficiency, once called pituitary dwarfism.;3;growth-hormone;gene;Unknown;[]
wiki_fully;113;Extreme shortness in humans with proportional body parts usually has a hormonal cause, such as growth-hormone deficiency, once called pituitary dwarfism.;4;pituitary dwarfism;disease;D004393;['C0013338', 'C1563694']
wiki_fully;114;Disorders causing dwarfism are often classified by proportionality.;1;dwarfism;disease;D004392;['C0013336']
wiki_fully;115;Koalas can be subject to pathogens like Chlamydiaceae bacteria, which can cause keratoconjunctivitis, urinary tract infection and reproductive tract infection.;1;Koalas;disease;Unknown;[]
wiki_fully;115;Koalas can be subject to pathogens like Chlamydiaceae bacteria, which can cause keratoconjunctivitis, urinary tract infection and reproductive tract infection.;2;Chlamydiaceae;species;Unknown;[]
wiki_fully;115;Koalas can be subject to pathogens like Chlamydiaceae bacteria, which can cause keratoconjunctivitis, urinary tract infection and reproductive tract infection.;3;keratoconjunctivitis;disease;D007637;['C0022573']
wiki_fully;115;Koalas can be subject to pathogens like Chlamydiaceae bacteria, which can cause keratoconjunctivitis, urinary tract infection and reproductive tract infection.;4;urinary tract infection;disease;D014552;['C0042029']
wiki_fully;115;Koalas can be subject to pathogens like Chlamydiaceae bacteria, which can cause keratoconjunctivitis, urinary tract infection and reproductive tract infection.;5;reproductive tract infection;disease;D060737;['C2314882']
wiki_fully;128;"By 1915, gangrene had set in and her entire right leg was amputated; she was required to use a wheelchair for several months.";1;gangrene;disease;D005734;['C0017086']
wiki_fully;129;Sarah Bernhardt died from uremia following kidney failure in 1923.;1;uremia;disease;D014511;['C0041948']
wiki_fully;129;Sarah Bernhardt died from uremia following kidney failure in 1923.;2;kidney failure;disease;D051437;['C0035078', 'C1565489']
wiki_fully;130;After graduation, he contracted tuberculosis, causing him to move to the Crimean Peninsula on the northern coast of the Black Sea in 1855.;1;tuberculosis;disease;D014376;['C0041296']
wiki_fully;131;He died of a heart attack in 1968 and was honored with a memorial service at Westminster Abbey, London.;1;heart attack;disease;D009203;['C0027051']
wiki_fully;137;"Snow used chlorine in an attempt to clean the water and removed the handle; this ended the outbreak.";1;chlorine;drug;Unknown;[]
wiki_fully;140;The term epidemiology is now widely applied to cover the description and causation of not only epidemic disease, but of disease in general, and even many non-disease health-related conditions, such as high blood pressure and obesity.;1;obesity;disease;D009765;['C0028754']
wiki_fully;145;Dr. John Snow is famous for his investigations into the causes of the 19th century cholera epidemics, and is also known as the father of (modern) epidemiology.;1;cholera;disease;D002771;['C0008354']
wiki_fully;148;Manasa (Bengali: মনসা, Manasha) also Mansa Devi is a Hindu folk goddess of snakes, worshipped mainly in Bengal and other parts of North and northeastern India, chiefly for the prevention and cure of snakebite and also for fertility and prosperity.;1;snakebite;disease;D012909;['C0037379']
wiki_fully;151;Finally, doctors discovered that Vergeer had an Vascular myelopathy around her spinal cord.;1;Vascular myelopathy;disease;Unknown;[]
wiki_fully;152;At the age of ten, he was hospitalized with a gastrointestinal condition and had to remain at the hospital for a prolonged time.;1;gastrointestinal condition;disease;D005767;['C0017178', 'C0559031', 'C1565321']
wiki_fully;153;Common special needs include learning disabilities, communication disabilities, emotional and behavioral disorders, physical disabilities, and developmental disabilities.;1;learning disabilities;disease;D007859;['C0023186', 'C0751262', 'C1330966', 'C0751265', 'C0751263']
wiki_fully;153;Common special needs include learning disabilities, communication disabilities, emotional and behavioral disorders, physical disabilities, and developmental disabilities.;2;communication disabilities;disease;D003147;['C0009460', 'C0751048', 'C0751050', 'C0751051', 'C0751047', 'C0751049', 'C0751052']
wiki_fully;153;Common special needs include learning disabilities, communication disabilities, emotional and behavioral disorders, physical disabilities, and developmental disabilities.;3;emotional and behavioral disorders;disease;Unknown;[]
wiki_fully;153;Common special needs include learning disabilities, communication disabilities, emotional and behavioral disorders, physical disabilities, and developmental disabilities.;4;physical disabilities;disease;Unknown;[]
wiki_fully;153;Common special needs include learning disabilities, communication disabilities, emotional and behavioral disorders, physical disabilities, and developmental disabilities.;5;developmental disabilities;disease;D002658;['C0085996', 'C0008073', 'C0085997']
wiki_fully;154;Anna Moffo spent the last years of her life in New York City, where she died of a stroke at age 73, following a decade-long battle with breast cancer.;1;stroke;disease;D020521;['C0038454', 'C0751956']
wiki_fully;154;Anna Moffo spent the last years of her life in New York City, where she died of a stroke at age 73, following a decade-long battle with breast cancer.;2;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
wiki_fully;155;In 1904, at the age of 24, Keller graduated from Radcliffe, becoming the first deaf blind person to earn a Bachelor of Arts degree.;1;deaf blind;disease;D054062;['C1955603', 'C1955859', 'C1955858']
wiki_fully;156;At 19 months old, she contracted an illness described by doctors as ''an acute congestion of the stomach and the brain'', which might have been scarlet fever or meningitis.;1;congestion of the stomach and the brain;disease;Unknown;[]
wiki_fully;156;At 19 months old, she contracted an illness described by doctors as ''an acute congestion of the stomach and the brain'', which might have been scarlet fever or meningitis.;2;scarlet fever;disease;D012541;['C0036285']
