sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
974;All the rest of the symptoms can be explained by a severe long-term allergic reaction.;1;allergic;disease;D006967;['C0020517', 'C1527304']
988;It caused her arrhythmia.;1;arrhythmia;disease;D001145;['C0003811']
1006;Once we isolate what's causing your allergy, then we can be a little more lax.;1;allergy;disease;D006967;['C0020517', 'C1527304']
1031;As long as she's not exposed to anything that can aggravate her allergy, she'll be fine.;1;allergy;disease;D006967;['C0020517', 'C1527304']
1034;She's in anaphylactic shock!;1;anaphylactic shock;disease;D000707;['C0002792']
1046;How do you get an allergic reaction in a clean room?;1;allergic reaction;disease;D006967;['C0020517', 'C1527304']
1049;Well, it could be mast cell leukemia.;1;mast cell leukemia;disease;D007946;['C0023461']
1050;It can cause anaphylaxis.;1;anaphylaxis;disease;D000707;['C0002792']
1051;I checked the blood levels, and it's not eosinophilia or idiopathic anaphylaxis.;1;eosinophilia;disease;D004802;['C0014457', 'C0014458']
1051;I checked the blood levels, and it's not eosinophilia or idiopathic anaphylaxis.;2;idiopathic anaphylaxis;disease;Unknown;[]
1109;It would have been easier to deal with a tumor.;1;tumor;disease;Unknown;[]
1125;The copper cross-- a form of birth control pulled off the market in the '80s.;1;copper;drug;D003300;['C0009968']
1126;So she's allergic to copper.;1;copper;drug;D003300;['C0009968']
1138;The first time I got the rash was when I was washing the copper cookware.;1;copper;drug;D003300;['C0009968']
1157;I gave her .1 c.c. of epinephrine.;1;epinephrine;drug;D004837;['C0014563', 'C0521932', 'C0001636', 'C0700536', 'C0699336', 'C0025133', 'C0014564', 'C0205755']
1173;Dr. Wilson.;1;Wilson;disease;D006527;['C0019202', 'C1527352']
1181;People don't go into cardiac arrest from.1 c.c. Epinephrine.;1;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
1181;People don't go into cardiac arrest from.1 c.c. Epinephrine.;2;Epinephrine;drug;D004837;['C0014563', 'C0521932', 'C0001636', 'C0700536', 'C0699336', 'C0025133', 'C0014564', 'C0205755']
1184;The blood vessels of the heart, lungs and skin become inflamed, causing the asthma, rash and heart problems- covers all her symptoms.;1;asthma;disease;D001249;['C0004096']
1184;The blood vessels of the heart, lungs and skin become inflamed, causing the asthma, rash and heart problems- covers all her symptoms.;2;rash;disease;D005076;['C0015230']
1184;The blood vessels of the heart, lungs and skin become inflamed, causing the asthma, rash and heart problems- covers all her symptoms.;3;heart problems;disease;Unknown;[]
1190;Order a chest C.T. And start the sister on prednisone 40 milligrams T.I.D.;1;prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
1194;Let me guess- inflammatory bowel.;1;inflammatory bowel;disease;D015212;['C0021390']
1195;Took sulfasalazine, but it didn't work.'';1;sulfasalazine;drug;D012460;['C0036078', 'C1564232', 'C1564231', 'C1564234', 'C1564230', 'C1564235', 'C0731586', 'C0699547', 'C1564233', 'C4082693', 'C4505433']
1196;Then-Then I- - '' Next, tried steroid enemas.;1;steroid;drug;D013256;['C0038317', 'C0007401']
1197;Oral corticosteroids-5-A.S.A., 6-mercaptopurine. ''';1;corticosteroids;drug;D000305;['C0001617']
1197;Oral corticosteroids-5-A.S.A., 6-mercaptopurine. ''';2;6-mercaptopurine;drug;D015122;['C0000618', 'C0729098', 'C0729100', 'C0722911', 'C0917847', 'C1563962', 'C0886849', 'C4279938']
1199;I was talking to the nurse-Arsenio.;1;Arsenio;drug;Unknown;[]
1204;It could be something else- thyrotoxicosis or a carcinoid.;1;thyrotoxicosis;disease;D006111;['C0018213']
1205;The smells, religious visions- it's symptomatic of temporal lobe swelling.;1;temporal lobe swelling;disease;Unknown;[]
1209;On the other hand, it explains the symptoms- swollen hands, pulmonary problems, cardiac problems.;1;swollen;disease;Unknown;[]
1209;On the other hand, it explains the symptoms- swollen hands, pulmonary problems, cardiac problems.;2;pulmonary problems;disease;Unknown;[]
1209;On the other hand, it explains the symptoms- swollen hands, pulmonary problems, cardiac problems.;3;cardiac problems;disease;D017202;['C0151744']
1211;Then we'll treat it with something that modulates the immune system but doesn't suppress it- hyperbaric oxygen chamber.;1;oxygen;drug;Unknown;[]
1213;Hyperbaric treatments could cause oxygen toxicity- lung and eye damage.;1;oxygen toxicity;disease;Unknown;[]
1213;Hyperbaric treatments could cause oxygen toxicity- lung and eye damage.;2;oxygen;drug;Unknown;[]
1213;Hyperbaric treatments could cause oxygen toxicity- lung and eye damage.;3;lung and eye damage;disease;Unknown;[]
1218;B.U.N. And creatinine's rising.;1;creatinine;drug;Unknown;[]
1221;That's, uh-They cause lung cancer, you know.;1;lung cancer;disease;D008175;['C0024121', 'C0242379']
1222;You know why they have ribbons for breast cancer, colorectal cancer, prostate cancer- and not for lung cancer?;1;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
1222;You know why they have ribbons for breast cancer, colorectal cancer, prostate cancer- and not for lung cancer?;2;colorectal cancer;disease;D015179;['C1527249', 'C0009402', 'C0009404']
1222;You know why they have ribbons for breast cancer, colorectal cancer, prostate cancer- and not for lung cancer?;3;prostate cancer;disease;D011471;['C0033578', 'C0376358']
1222;You know why they have ribbons for breast cancer, colorectal cancer, prostate cancer- and not for lung cancer?;4;lung cancer;disease;D008175;['C0024121', 'C0242379']
1227;B.U.N. And creatinine continuing to rise.;1;creatinine;drug;Unknown;[]
1230;Unfortunately, if you then get injected with even.1 c.c. Of epinephrine- instant cardiac arrest.;1;epinephrine;drug;D004837;['C0014563', 'C0521932', 'C0001636', 'C0700536', 'C0699336', 'C0025133', 'C0014564', 'C0205755']
1230;Unfortunately, if you then get injected with even.1 c.c. Of epinephrine- instant cardiac arrest.;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
1231;And if you take the cardiac arrest out of the equation-;1;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
1247;The copper cross- a form of birth control pulled off the market in the '80s.;1;copper;drug;D003300;['C0009968']
1254;I gave her.1 c.c. Of epinephrine.;1;epinephrine;drug;D004837;['C0014563', 'C0521932', 'C0001636', 'C0700536', 'C0699336', 'C0025133', 'C0014564', 'C0205755']
1259;We still have the problem of explaining how a white chick from Jersey who's never traveled south of D.C. has African sleeping sickness.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1266;How are things with Elyse?;1;Elyse;gene;Unknown;[]
1284;Elyse.;1;Elyse;gene;Unknown;[]
1304;Clinical depression.;1;depression;disease;Unknown;[]
1307;It's not clinical depression.;1;depression;disease;Unknown;[]
1330;Hypersomnia's usually accompanied by irritability in depressed patients.;1;Hypersomnia's;disease;Unknown;[]
1330;Hypersomnia's usually accompanied by irritability in depressed patients.;2;irritability;disease;Unknown;[]
1330;Hypersomnia's usually accompanied by irritability in depressed patients.;3;depressed;disease;Unknown;[]
1335;Fever.;1;Fever;disease;D005334;['C0015967']
1336;Clinical depression does not cause fever.;1;depression;disease;Unknown;[]
1336;Clinical depression does not cause fever.;2;fever;disease;D005334;['C0015967']
1343;Hypersomnia and personality changes point toward the brain.;1;Hypersomnia;disease;D006970;['C0917799', 'C0020524', 'C0751227', 'C0751228', 'C0751226', 'C0751229']
1346;Brain symptoms.;1;Brain symptoms;disease;D001927;['C0006111', 'C0085584']
1347;Could this be a brain problem?;1;brain problem;disease;Unknown;[]
1348;No other systemic signs of inflammation.;1;inflammation;disease;D007249;['C0021368']
1349;Probably not vasculitis.;1;vasculitis;disease;D014657;['C0042384']
1357;Has to be a tumor then.;1;tumor;disease;Unknown;[]
1358;A tumor sitting directly on top of the brain stem... that three E.R. doctors, two neurologists and a radiologist missed?;1;tumor;disease;Unknown;[]
1363;Anything else besides the shortness of breath?;1;shortness of breath;disease;D001049;['C0003578']
1371;Any history of heart disease in your family?;1;heart disease;disease;D006331;['C0018799']
1393;Can I get a page on Dr. Wilson?;1;Wilson;disease;D006527;['C0019202', 'C1527352']
1394;A tumor?;1;tumor;disease;Unknown;[]
1399;Some tumors are almost impossible to see unless you know exactly where to look.;1;tumors;disease;Unknown;[]
1402;If it's a tumor, there are a variety of treatment options, but there are variables other than just size.;1;tumor;disease;Unknown;[]
1434;It takes two department heads to treat shortness of breath?;1;shortness of breath;disease;D001049;['C0003578']
1454;I need some Ativan!;1;Ativan;drug;D008140;['C0024002', 'C0701356', 'C0699194', 'C1450494', 'C1450490', 'C0699195', 'C1450484', 'C1450485', 'C1450483', 'C1450487', 'C1450496', 'C1450486', 'C1450497', 'C1450498', 'C1450493', 'C1450495', 'C1450491', 'C1450492', 'C1450488']
1463;It's not a tumor.;1;tumor;disease;Unknown;[]
1464;A small glioma could hide from contrast.;1;glioma;disease;D005910;['C0017638', 'C0555198', 'C0259783']
1468;A glioma not presenting on a contrast M.R.I. would have to be smaller than a grain of sand, which does not a gravely ill person make.;1;glioma;disease;D005910;['C0017638', 'C0555198', 'C0259783']
1469;It could be just postictal disorientation.;1;postictal disorientation;disease;D003221;['C0009676', 'C0751053', 'C0152124', 'C0233407', 'C0813178']
1471;Latestage Lyme disease can cause seizures.;1;Lyme disease;disease;D008193;['C0024198', 'C0242381']
1475;It also means she doesn't have Lyme disease.;1;Lyme disease;disease;D008193;['C0024198', 'C0242381']
1477;Lyme disease initially presents with a rash.;1;Lyme disease;disease;D008193;['C0024198', 'C0242381']
1482;She have any family history of breast cancer?;1;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
1486;How can breast cancer cause problems in her brain?;1;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
1487;There are molecular similarities between brain cells and tumor cells.;1;tumor;disease;Unknown;[]
1488;Paraneoplastic syndrome causes the body's own antibodies to get thrown off track.;1;Paraneoplastic syndrome;disease;D010257;['C0030472']
1489;They end up attacking the brain instead of the tumor.;1;tumor;disease;Unknown;[]
1490;So, if you do find a tumor, what do you do?;1;tumor;disease;Unknown;[]
1491;We treat the underlying malignancy.;1;malignancy;disease;Unknown;[]
1492;Once there's no tumor to attack, there's nothing for the antibodies to get confused about.;1;tumor;disease;Unknown;[]
1493;If the tumor's treatable.;1;tumor;disease;Unknown;[]
1507;No tumor?;1;tumor;disease;Unknown;[]
1509;It's most likely a small-cell tumor.;1;small-cell tumor;disease;Unknown;[]
1513;Sometimes it presents with no tumor at all.;1;tumor;disease;Unknown;[]
1514;How can a disease caused by a tumor present if there's no tumor?;1;tumor;disease;Unknown;[]
1514;How can a disease caused by a tumor present if there's no tumor?;2;tumor;disease;Unknown;[]
1516;And how do you treat it if there's no tumor?;1;tumor;disease;Unknown;[]
1519;They were too busy looking for the tumor-- right till they put the patient in the ground.;1;tumor;disease;Unknown;[]
1522;I.V. immunoglobulin.;1;I.V. immunoglobulin;gene;Unknown;[]
1523;So we're just gonna ignore the tumor?;1;tumor;disease;Unknown;[]
1538;How long has Elyse worked here?;1;Elyse;gene;Unknown;[]
1546;Ah, non.;1;Ah;drug;Unknown;[]
1559;I use the same detergents for 15 years, and everyone is healthy as a horse.;1;horse;species;Unknown;[]
1560;Whatever Elyse has, she didn't get here.;1;Elyse;gene;Unknown;[]
1588;I'll get you some hydrocortisone in a minute.;1;hydrocortisone;drug;Unknown;[]
1596;Elyse, calm down.;1;Elyse;gene;Unknown;[]
1600;I'm gonna need some Haldol, five milligrams.;1;Haldol;drug;Unknown;[]
1604;There's nothing there, Elyse.;1;Elyse;gene;Unknown;[]
1611;Creepycrawlies are consistent with paraneoplastic syndrome.;1;Creepycrawlies;disease;Unknown;[]
1611;Creepycrawlies are consistent with paraneoplastic syndrome.;2;paraneoplastic syndrome;disease;D010257;['C0030472']
1622;In the final stage of African trypanosomiasis... almost all the parasites are inside the brain.;1;African trypanosomiasis;disease;D014353;['C0041228', 'C0027333']
1624;But it's not possible for a patient who's never been to Africa to have African sleeping sickness.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1631;But they do serve rabbit.;1;rabbit;species;Unknown;[]
1632;Rabbit fever fits her symptoms.;1;Rabbit fever;disease;D014406;['C0041351']
1632;Rabbit fever fits her symptoms.;2;Rabbit;species;Unknown;[]
1633;Tularemia initially presents with a rash or ulcer near the infection site.;1;Tularemia;disease;D014406;['C0041351']
1633;Tularemia initially presents with a rash or ulcer near the infection site.;2;rash;disease;D005076;['C0015230']
1633;Tularemia initially presents with a rash or ulcer near the infection site.;3;ulcer;disease;D014456;['C0041582']
1636;Then she'd have respiratory symptoms.;1;respiratory symptoms;disease;D012120;['C0035204']
1638;We rejected Lyme disease because the couple would have noticed a rash, but a wet, hacking cough is just gonna slip right by?;1;Lyme disease;disease;D008193;['C0024198', 'C0242381']
1642;Tularemia.;1;Tularemia;disease;D014406;['C0041351']
1648;So this should tell us whether or not she's got rabbit fever?;1;rabbit fever;disease;D014406;['C0041351']
1648;So this should tell us whether or not she's got rabbit fever?;2;rabbit;species;Unknown;[]
1649;For a diagnosis of tularemia you need a fourfold increase in serum antibody levels.;1;tularemia;disease;D014406;['C0041351']
1659;The treatment for tularemia can cause aplastic anemia.;1;tularemia;disease;D014406;['C0041351']
1659;The treatment for tularemia can cause aplastic anemia.;2;aplastic anemia;disease;D000741;['C0002874', 'C0178416']
1665;The treatment for sleeping sickness kills one in 10 patients.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1668;Foreman got the gang testing for tularemia?;1;tularemia;disease;D014406;['C0041351']
1703;The preschool teacher with the heart of silicone.;1;silicone;drug;Unknown;[]
1737;Are you saying that-- That it looks like your husband... stirred in some of his blood pressure medication along with the brown sugar.;1;sugar;drug;Unknown;[]
1757;Sleeping sickness from sex?;1;Sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1760;A Portuguese man was diagnosed three years ago with C.N.S.-affected sleeping sickness.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1771;I think ignoring respiratory symptoms is more likely than cheating.;1;respiratory symptoms;disease;D012120;['C0035204']
1787;But you've never been prescribed folic acid, and you can't lose a baby if you've never been pregnant.;1;folic acid;drug;D005492;['C0016410', 'C0887269', 'C0699377', 'C0969635', 'C0699376', 'C0949306', 'C0887268', 'C0178638', 'C0949304', 'C0949305', 'C0949303']
1793;So it's either, uh, sleeping sickness or this rabbit thing?;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1793;So it's either, uh, sleeping sickness or this rabbit thing?;2;rabbit;species;Unknown;[]
1813;If your wife has sleeping sickness, and we don't treat her, she'll die.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1820;They say no cheating, we cross off sleeping sickness.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1822;We go with Foreman's tularemia.;1;Foreman's tularemia;disease;D014406;['C0041351']
1823;Start her on I.V. chloramphenicol, 25 milligrams per kilogram, four times a day.;1;chloramphenicol;drug;D002701;['C0008168', 'C0699301', 'C0699300', 'C0591251', 'C0699304', 'C0699302', 'C0699303', 'C0699305']
1836;Elyse?;1;Elyse;gene;Unknown;[]
1852;There's only one way a tularemia patient goes into a coma... while on I.V. chloramphenicol.;1;tularemia;disease;D014406;['C0041351']
1853;The patient doesn't have tularemia.;1;tularemia;disease;D014406;['C0041351']
